timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post
1161878400000,2582539562,1.6155,1.6345,1.549,1.5585,0.076,5.13,52.91,8725310440.0,,
1162137600000,351921002,1.5538,1.5775,1.5442,1.5633,0.0047,0.3,7.21,1153127879.0,,
1162224000000,230126187,1.5585,1.5823,1.5585,1.568,0.0047,0.3,4.71,761050767.0,,
1162310400000,132892401,1.568,1.5728,1.5585,1.568,0.0,0.0,2.72,437264838.0,,
1162396800000,175155427,1.568,1.568,1.5442,1.5585,-0.0096,-0.61,3.59,573399417.0,,
1162483200000,400016130,1.5538,1.6013,1.5538,1.5965,0.038,2.44,8.2,1331710304.0,,
1162742400000,209993801,1.5823,1.606,1.5775,1.606,0.0096,0.6,4.3,706248019.0,,
1162828800000,296792452,1.606,1.6298,1.6013,1.6155,0.0095,0.59,6.08,1010942170.0,,
1162915200000,151822699,1.6155,1.6155,1.5918,1.5965,-0.0191,-1.18,3.11,512250494.0,,
1163001600000,177948204,1.5965,1.6155,1.5918,1.6155,0.019,1.19,3.65,601893735.0,,
1163088000000,759690218,1.6155,1.6725,1.6155,1.644,0.0284,1.76,15.56,2640424952.0,,
1163347200000,463375150,1.6393,1.7058,1.6345,1.6725,0.0284,1.73,9.49,1636941479.0,,
1163433600000,431911750,1.701,1.7201,1.6773,1.7106,0.038,2.27,8.85,1548647107.0,,
1163520000000,344605663,1.7153,1.7343,1.7106,1.7343,0.0238,1.39,7.06,1249336119.0,,
1163606400000,687712580,1.7581,1.8674,1.7438,1.8056,0.0713,4.11,14.09,2604463502.0,,
1163692800000,314841698,1.8008,1.8293,1.7771,1.8056,0.0,0.0,6.45,1197434893.0,,
1163952000000,318049415,1.8056,1.8626,1.8056,1.8626,0.0571,3.16,6.52,1233700067.0,,
1164038400000,233060114,1.8578,1.8816,1.8341,1.8674,0.0048,0.26,4.78,912571812.0,,
1164124800000,283457074,1.8578,1.8769,1.8103,1.8531,-0.0142,-0.76,5.81,1097899219.0,,
1164211200000,302943550,1.8626,1.9054,1.8626,1.8864,0.0332,1.79,6.21,1202109376.0,,
1164297600000,189227337,1.8626,1.8721,1.8341,1.8626,-0.0238,-1.26,3.88,737365901.0,,
1164556800000,300467637,1.8483,1.8531,1.7866,1.8103,-0.0523,-2.81,6.16,1145692124.0,,
1164643200000,242436322,1.7961,1.8103,1.7628,1.7818,-0.0284,-1.57,4.97,908464791.0,,
1164729600000,244311148,1.7438,1.8056,1.7343,1.8008,0.0191,1.07,5.01,912399759.0,,
1164816000000,231829092,1.8056,1.8198,1.7913,1.8103,0.0095,0.53,4.75,878972599.0,,
1164902400000,274203442,1.8198,1.8198,1.7771,1.7866,-0.0237,-1.31,5.62,1031906089.0,,
1165161600000,410693928,1.7866,1.8864,1.7676,1.8578,0.0713,3.99,8.41,1587058253.0,,
