timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post
1654617600000,13580051,301.0,311.0,266.0,290.1,127.1,77.98,74.46,3828438604.0,,
1654704000000,5885155,292.0,311.0,290.3,296.1,6.0,2.07,32.27,1768401093.0,178.0,52705.8
1654790400000,4321128,299.8,341.69,299.76,339.98,43.88,14.82,23.69,1392461169.0,200.0,67996.0
1655049600000,3577001,336.5,363.9,329.0,356.0,16.02,4.71,19.61,1241268945.0,,
1655136000000,3946186,350.97,385.98,339.5,377.0,21.0,5.9,21.64,1411240368.0,,
1655222400000,3019457,372.0,376.98,354.05,365.98,-11.02,-2.92,16.56,1102061138.0,,
1655308800000,1873022,365.98,385.49,363.19,383.8,17.82,4.87,10.27,700052004.0,,
1655395200000,1780390,380.0,398.8,374.44,383.21,-0.59,-0.15,9.76,690031947.0,,
1655654400000,2034249,383.23,407.87,377.03,386.0,2.79,0.73,11.15,797325163.0,,
1655740800000,1494019,385.11,402.0,372.0,396.3,10.3,2.67,8.19,581561846.0,,
1655827200000,2216824,396.0,463.6,396.0,435.2,38.9,9.82,12.15,969242005.0,,
1655913600000,1806028,436.01,461.66,433.33,460.0,24.8,5.7,9.9,811468237.0,,
1656000000000,1190328,460.0,466.77,444.44,458.0,-2.0,-0.43,6.53,542783729.0,,
1656259200000,1313430,463.26,469.87,442.1,462.0,4.0,0.87,7.2,596421468.0,6.0,2772.0
1656345600000,1726678,456.53,463.56,432.03,444.01,-17.99,-3.89,9.47,768818496.0,,
1656432000000,1652878,437.5,448.75,422.1,439.01,-5.0,-1.13,9.06,719049525.0,,
1656518400000,1698610,439.98,489.47,439.98,488.0,48.99,11.16,9.31,795743134.0,,
1656604800000,1230843,483.3,517.0,483.3,513.4,25.4,5.2,6.75,621148005.0,200.0,102680.0
1656864000000,1248725,505.1,564.92,505.1,546.98,33.58,6.54,6.85,678611687.0,,
1656950400000,1456485,550.3,560.0,525.01,542.5,-4.48,-0.82,7.99,786952645.0,,
1657036800000,582910,534.78,552.88,534.78,547.46,4.96,0.91,3.2,317313419.0,,
1657123200000,1454645,548.0,634.53,547.0,602.0,54.54,9.96,7.98,864219967.0,,
1657209600000,2179121,608.15,608.4,525.0,535.0,-67.0,-11.13,11.95,1221446755.0,,
1657468800000,1576040,537.25,566.99,528.0,555.22,20.22,3.78,8.64,858940436.0,,
1657555200000,2329496,549.8,558.0,501.2,511.06,-44.16,-7.95,12.77,1211941987.0,,
1657641600000,1474664,515.0,552.22,515.0,529.8,18.74,3.67,8.09,785645689.0,,
1657728000000,1263379,521.69,557.95,518.87,544.5,14.7,2.77,6.93,684887877.0,,
1657814400000,1120552,545.8,586.03,537.0,565.1,20.6,3.78,6.14,634028263.0,,
1658073600000,988533,573.0,578.0,540.1,549.99,-15.11,-2.67,5.42,548473279.0,,
1658160000000,746471,549.99,568.8,543.33,549.5,-0.49,-0.09,4.09,412516062.0,,
1658246400000,811879,555.0,568.8,535.0,558.0,8.5,1.55,4.45,448935834.0,,
1658332800000,932454,560.21,562.3,531.77,531.91,-26.09,-4.68,5.11,507985475.0,,
1658419200000,691984,531.0,537.01,515.0,523.0,-8.91,-1.68,3.79,362154830.0,,
1658678400000,652459,519.56,533.99,504.0,513.03,-9.97,-1.91,3.58,336975440.0,,
1658764800000,848924,512.0,549.77,512.0,544.2,31.17,6.08,4.65,457806461.0,,
1658851200000,1203645,545.83,585.0,544.8,579.81,35.61,6.54,6.6,680153202.0,,
1658937600000,949472,599.0,600.0,568.0,589.0,9.19,1.59,5.21,560052443.0,,
1659024000000,1029203,602.01,635.0,601.11,602.0,13.0,2.21,5.64,632773735.0,,
1659283200000,690378,600.0,612.0,584.4,605.2,3.2,0.53,3.79,415139615.0,,
1659369600000,746324,593.94,618.28,586.03,603.55,-1.65,-0.27,4.09,449616368.0,,
1659456000000,827603,608.0,618.89,580.0,582.88,-20.67,-3.42,4.54,491857661.0,,
1659542400000,499085,585.85,598.0,577.28,584.38,1.5,0.26,2.74,292947596.0,,
1659628800000,762403,588.0,591.0,550.33,568.0,-16.38,-2.8,4.18,432271016.0,,
1659888000000,544080,567.03,573.88,537.0,570.75,2.75,0.48,2.98,304465809.0,,
1659974400000,640870,568.99,588.66,558.24,561.5,-9.25,-1.62,3.51,365954977.0,,
1660060800000,657594,560.8,592.0,551.02,591.88,30.38,5.41,3.61,379152216.0,,
1660147200000,987087,591.08,595.7,541.0,558.0,-33.88,-5.72,5.41,550899500.0,,
1660233600000,670888,553.17,559.85,528.0,533.0,-25.0,-4.48,3.68,361231033.0,,
1660492800000,645373,533.0,552.98,529.16,540.0,7.0,1.31,3.54,350364495.0,,
1660579200000,1275725,540.0,617.45,540.0,597.99,57.99,10.74,6.99,755365951.0,,
1660665600000,529604,594.63,614.49,588.16,595.0,-2.99,-0.5,2.9,317106626.0,,
